Gender,Age,Annual_Income,Employment_Status,Years_of_Employment,Education_Level,Marital_Status,Number_of_Dependents,Existing_Loan_Amount,Monthly_Income,Credit_Score,Loan_Status,Credit_History,Number_of_Credit_Inquiries,Debt_to_Income_Ratio,Approval_Status
Female,40,33894.84,Employed,2.9,Master,Married,2,10551.9,2748.78,619.0,None,Poor,5,0.4244,Approved
Male,34,69431.35,Employed,4.7,Bachelor,Married,3,33695.04,5628.46,751.0,None,Good,5,0.6363,Approved
Female,22,122515.63,Employed,1.5,Bachelor,Married,0,21221.72,9762.49,516.0,None,Good,6,0.2315,Approved
Male,41,90897.17,Employed,5.2,Bachelor,Married,0,44051.0,6496.73,652.0,Active,Good,0,0.5323,Approved
Female,61,123183.27,Employed,1.4,High School,Married,3,18185.58,9934.53,784.0,Active,Good,3,0.3953,Approved
Male,30,62558.97,Retired,9.1,Master,Divorced,1,11773.24,5041.95,612.0,Active,Average,3,0.234,Approved
Female,46,79273.0,Self-Employed,5.9,Bachelor,Married,2,33809.3,5956.47,723.0,None,No History,1,0.4727,Approved
Male,43,56927.86,Employed,1.6,High School,Single,4,16552.64,4658.99,553.0,Active,Average,4,0.448,Approved
Male,60,66869.28,Employed,3.7,Bachelor,Divorced,1,20834.71,5404.01,570.0,None,Good,5,0.5533,Approved
Female,39,117206.25,Employed,4.7,High School,Married,1,48986.91,8671.8,587.0,Active,Average,3,0.6062,Approved
Male,54,96715.13,Employed,0.2,Master,Married,0,10407.55,7210.97,637.0,Closed,Average,5,0.3293,Rejected
Female,45,92287.45,Employed,3.4,Master,Divorced,0,25111.42,6914.23,810.0,None,Good,3,0.3393,Approved
Female,23,77909.63,Employed,5.0,Master,Single,4,22358.13,6214.01,587.0,None,No History,7,0.5729,Rejected
Male,57,126537.33,Employed,5.4,Bachelor,Married,4,54754.56,10268.45,561.0,Active,Average,5,0.4961,Approved
Male,47,112303.82,Employed,4.2,High School,Married,1,6618.07,7982.96,556.0,Closed,Good,2,0.116,Approved
Female,36,52700.92,Unemployed,1.3,Bachelor,Divorced,2,25730.77,3959.21,540.0,None,Average,5,0.7451,Rejected
Male,57,61825.81,Employed,11.3,Master,Married,3,27136.34,4437.31,635.0,None,Good,5,0.6719,Approved
Male,56,31838.6,Retired,5.4,High School,Single,4,5177.29,2443.85,604.0,Active,Poor,7,0.2249,Rejected
Female,39,38208.39,Retired,2.5,Bachelor,Single,3,7588.33,2872.77,602.0,None,Average,3,0.4609,Rejected
Male,40,145097.9,Employed,1.2,Master,Married,1,42014.13,11463.22,657.0,Active,No History,6,0.5123,Rejected
Female,51,117605.48,Employed,4.2,Master,Married,4,28522.58,8720.76,749.0,None,No History,0,0.5261,Approved
Female,59,127503.37,Unemployed,13.6,Master,Married,3,34485.99,10377.33,492.0,Active,Average,7,0.4043,Rejected
Male,47,38094.41,Self-Employed,1.4,High School,Single,0,7875.51,2699.97,742.0,Active,Good,6,0.4794,Approved
Female,64,44466.0,Employed,1.4,Master,Single,0,9770.25,3308.24,699.0,Active,Good,5,0.336,Approved
Female,34,125443.79,Employed,0.4,High School,Single,3,46700.02,10263.16,647.0,None,Good,5,0.4835,Approved
Female,54,114618.44,Employed,6.9,High School,Single,1,43673.73,8253.35,547.0,None,Average,1,0.4538,Approved
Female,40,135416.35,Employed,2.5,High School,Married,3,49518.64,10766.32,739.0,None,Poor,0,0.4188,Approved
Male,33,120899.74,Self-Employed,0.9,High School,Married,3,2688.64,9298.82,597.0,None,Average,7,0.1802,Rejected
Female,42,113944.14,Employed,6.4,High School,Single,0,42869.95,8528.74,602.0,Default,No History,1,0.431,Approved
Male,39,53867.27,Self-Employed,0.0,Master,Single,2,5762.01,4250.44,775.0,Default,Average,5,0.3073,Approved
Male,31,66897.21,Self-Employed,5.0,Bachelor,Married,0,294.84,5298.26,648.0,None,Good,4,0.2632,Approved
Male,59,22412.58,Employed,3.7,Bachelor,Married,2,10560.18,1783.45,562.0,Active,Average,6,0.6685,Rejected
Female,45,35337.27,Self-Employed,6.1,Master,Single,2,11227.66,2871.1,791.0,None,Good,6,0.5278,Approved
Female,46,85810.03,Employed,0.6,Bachelor,Single,2,41260.33,6105.7,525.0,Closed,Good,1,0.6328,Approved
Female,52,132921.66,Retired,0.7,Master,Married,3,8794.8,9899.75,661.0,Closed,Good,6,0.3329,Approved
Male,49,92383.79,Employed,4.7,Master,Single,1,21263.85,7362.29,669.0,None,Average,3,0.2626,Approved
Female,38,100881.7,Employed,1.6,Other,Single,1,37305.37,7883.76,626.0,None,Average,2,0.5047,Approved
Male,40,86774.85,Employed,8.6,Master,Single,1,37117.33,6899.91,642.0,None,Good,5,0.6349,Rejected
Female,39,86869.82,Employed,7.8,PhD,Single,3,21489.74,6792.6,634.0,None,Good,3,0.3709,Approved
Female,45,135714.97,Self-Employed,1.6,Bachelor,Married,1,40369.5,11070.46,847.0,None,Average,1,0.3005,Approved
Female,40,68297.54,Employed,7.5,High School,Married,4,6558.0,5016.08,641.0,Active,Good,4,0.2734,Approved
Female,22,108420.61,Employed,0.4,Master,Married,2,51273.8,7758.58,592.0,None,Average,0,0.594,Approved
Male,31,135889.16,Employed,0.8,Master,Married,3,13223.32,9907.24,706.0,None,No History,6,0.2141,Approved
Male,48,111556.96,Employed,1.8,PhD,Married,1,16727.17,8254.48,679.0,Active,Average,7,0.4218,Approved
Male,56,97530.1,Employed,7.0,High School,Married,2,34070.04,7927.2,773.0,None,Good,2,0.6165,Approved
Female,63,133059.73,Unemployed,2.5,High School,Divorced,1,57259.05,10549.24,689.0,None,Average,5,0.6314,Rejected
Male,23,79842.51,Employed,0.8,High School,Married,0,3730.8,6220.86,623.0,None,Good,6,0.0514,Approved
Male,50,53101.49,Employed,5.9,Bachelor,Married,4,18914.59,4374.78,681.0,None,Good,1,0.4945,Rejected
Female,53,132559.5,Employed,4.5,Bachelor,Single,3,27989.42,9608.59,765.0,Active,Good,7,0.2613,Approved
Male,45,30642.0,Employed,2.2,Bachelor,Single,3,5642.15,2285.69,672.0,None,Poor,1,0.3172,Approved
Female,33,77440.25,Self-Employed,2.4,Master,Married,3,18207.56,5975.52,530.0,Active,Good,2,0.4031,Approved
Female,35,,Employed,17.0,Bachelor,Married,3,1401.78,4845.76,693.0,None,Poor,6,0.1317,Approved
Female,30,131894.47,Self-Employed,2.8,Bachelor,Married,3,57809.69,10913.84,711.0,None,Good,3,0.5593,Approved
Female,41,135554.96,Self-Employed,3.5,Bachelor,Single,0,52571.91,10688.96,709.0,None,Poor,7,0.6106,Rejected
Female,52,148176.66,Employed,14.2,High School,Single,0,15147.76,11916.51,671.0,Closed,Poor,5,0.1083,Approved
Female,63,67818.19,Employed,14.3,PhD,Single,4,1614.59,5156.16,608.0,None,Good,3,0.2254,Approved
Female,37,47136.96,Retired,0.4,Bachelor,Married,0,16922.32,3625.12,721.0,Default,Average,6,0.4606,Rejected
Male,34,114094.36,Employed,5.6,Master,Single,2,5172.02,9373.04,680.0,None,Average,5,0.321,Rejected
Male,26,93975.67,Self-Employed,7.7,PhD,Divorced,1,10673.24,7525.31,757.0,Closed,Good,4,0.3594,Rejected
Male,36,149735.07,Employed,0.3,High School,Married,4,32000.09,10944.25,608.0,Active,Good,5,0.3461,Approved
Male,28,142560.36,Employed,2.9,High School,Married,1,21268.62,10573.93,716.0,None,Average,0,0.1824,Approved
Female,26,50025.63,Employed,1.0,Bachelor,Divorced,4,7938.37,4090.17,627.0,Default,Average,4,0.264,Rejected
Female,50,94130.94,Employed,8.8,Bachelor,Married,4,1602.32,7098.25,552.0,None,Good,7,0.1078,Approved
Female,50,89275.74,Unemployed,1.4,Master,Single,2,13392.72,7170.82,708.0,None,No History,6,0.1633,Rejected
Male,60,48897.84,Employed,4.8,Bachelor,Married,1,10766.12,3496.24,743.0,None,Good,5,0.2878,Approved
Female,27,106364.76,Retired,4.0,Other,Married,1,34309.93,7818.77,541.0,Closed,Average,5,0.3379,Rejected
Male,57,80433.22,Employed,14.5,Master,Divorced,1,29406.94,6654.09,625.0,None,Average,3,0.5021,Rejected
Female,54,60785.58,Employed,4.2,High School,Single,1,5417.0,4641.93,589.0,Closed,Good,6,0.312,Approved
Male,23,76931.0,Employed,4.5,Master,Single,4,15107.74,6259.44,691.0,None,No History,0,0.4857,Approved
Female,50,24833.5,Self-Employed,1.5,Bachelor,Divorced,0,11444.86,1871.06,659.0,None,Average,1,0.6342,Rejected
Female,49,112041.47,Employed,2.4,Bachelor,Single,2,42323.37,9152.57,582.0,Closed,No History,1,0.3833,Approved
Female,39,99806.46,Employed,5.0,Bachelor,Divorced,1,34332.62,7458.43,647.0,None,Poor,3,0.4786,Approved
Female,25,83531.8,Employed,7.0,Bachelor,Single,1,4996.47,6846.09,667.0,Default,Good,3,0.0897,Approved
Male,41,54644.64,Employed,5.9,Bachelor,Single,4,9973.89,4391.52,621.0,Active,No History,0,0.3593,Approved
Male,45,102528.7,Employed,2.8,Other,Married,3,46175.12,8399.12,,Active,Average,7,0.5392,Rejected
Female,27,73900.61,Employed,4.9,Bachelor,Divorced,0,14761.89,5250.98,632.0,Closed,Good,7,0.3942,Rejected
Female,45,71018.75,Unemployed,13.4,High School,Single,4,4736.92,5278.45,669.0,Default,Good,6,0.2602,Approved
Female,37,114393.79,Employed,2.5,Bachelor,Married,4,32988.93,8552.57,679.0,None,No History,6,0.5551,Approved
Female,41,122304.39,Self-Employed,4.0,Other,Single,4,29946.56,9497.99,743.0,Active,Poor,1,0.3261,Approved
Male,53,83497.3,Retired,2.5,Bachelor,Married,3,15787.32,6439.16,634.0,Active,Poor,6,0.2314,Rejected
Female,21,67827.38,Self-Employed,1.5,Bachelor,Single,0,6785.0,5089.89,697.0,None,Average,1,0.1251,Approved
Male,44,112059.15,Employed,3.3,PhD,Married,0,16898.33,9104.0,664.0,Active,Poor,0,,Approved
Male,29,93425.66,Employed,8.6,Master,Single,4,19342.32,7623.06,631.0,None,Good,2,0.2439,Rejected
Female,41,125089.72,Employed,0.2,Bachelor,Married,2,7992.83,9674.43,583.0,None,Good,4,0.3391,Approved
Male,34,25792.36,Unemployed,5.7,Master,Single,4,12399.26,2079.87,760.0,None,Average,5,0.5816,Approved
Female,36,36802.2,Employed,11.1,PhD,Single,0,6466.91,2753.26,659.0,None,No History,5,0.2143,Rejected
Female,44,140744.52,Employed,2.5,High School,Married,0,19285.81,10509.51,628.0,None,Good,3,0.3744,Approved
Female,38,56604.66,Employed,0.1,Other,Married,4,17369.48,4064.4,685.0,None,Average,5,0.5373,Approved
Male,59,65816.03,Retired,0.1,Master,Married,2,8297.5,4993.49,586.0,None,Good,2,0.3002,Approved
Male,61,58844.4,Employed,2.2,PhD,Married,2,20472.03,4799.51,699.0,Default,Good,0,0.5543,Approved
Male,37,95233.34,Retired,0.4,Bachelor,Single,1,11275.53,7179.35,702.0,Active,Good,0,0.343,Approved
Male,57,94196.69,Employed,2.0,Bachelor,Single,2,43668.4,7581.44,639.0,None,Good,2,0.7546,Approved
Female,24,149575.39,Employed,4.6,Bachelor,Married,3,1188.63,11296.51,669.0,None,Average,3,0.2148,Approved
Male,32,35740.57,Employed,4.2,Master,Single,4,3440.56,2917.92,850.0,None,Good,6,0.2648,Approved
Male,24,55678.77,Employed,6.0,Other,Married,4,8146.16,4555.64,629.0,None,Good,2,0.3769,Rejected
Male,59,34857.87,Retired,1.2,Bachelor,Married,0,8852.05,2701.49,684.0,None,Average,1,0.3537,Approved
Female,59,78176.17,Employed,6.1,Bachelor,Single,2,400.02,6184.56,702.0,Default,Good,0,0.1594,Rejected
Female,46,69934.94,Employed,0.5,Master,Single,3,30425.39,5145.4,733.0,Default,Good,3,0.633,Approved
Female,64,118676.76,Employed,5.6,Other,Divorced,4,23443.19,8507.04,730.0,None,Average,0,0.2847,Rejected
Male,56,111298.82,Employed,2.8,Master,Single,3,13385.64,9228.92,732.0,Default,Average,1,0.1869,Approved
Female,43,44503.45,Unemployed,0.7,Master,Divorced,1,17511.23,3600.67,585.0,Active,Poor,5,0.625,Rejected
Male,33,42445.46,Retired,5.6,Bachelor,Divorced,2,19164.15,3013.07,724.0,Closed,Poor,2,0.7425,Approved
Female,33,72953.11,Retired,7.9,Master,Single,0,33216.01,5682.14,,None,Good,0,0.6675,Approved
Male,50,,Employed,0.2,High School,Married,3,8742.76,8655.81,453.0,None,Good,0,0.2053,Rejected
Male,29,34442.64,Employed,1.8,Bachelor,Single,1,6853.35,2544.67,491.0,None,Good,4,0.304,Approved
Female,48,126323.96,Employed,0.5,Bachelor,Single,1,44322.72,10040.46,677.0,Default,Average,2,0.6495,Approved
Male,38,148593.94,Employed,20.0,High School,Single,3,18045.71,12148.9,816.0,Active,Good,5,0.3684,Approved
Female,28,97169.72,Employed,5.8,High School,Married,4,18853.32,7512.03,710.0,None,Good,7,0.4255,Approved
Male,40,127413.5,Employed,1.6,High School,Married,3,8672.81,9557.2,696.0,Closed,Good,5,0.3661,Rejected
Male,49,86430.62,Self-Employed,4.0,High School,Single,3,37932.6,7109.44,571.0,None,Average,7,0.6245,Rejected
Male,31,76040.67,Employed,0.1,Bachelor,Single,3,17788.57,5767.69,601.0,None,Average,0,0.433,Approved
Female,25,73532.41,Employed,2.6,Bachelor,Married,1,34508.35,5226.1,690.0,Active,No History,0,0.6316,Approved
Female,54,88360.45,Employed,0.6,Master,Single,0,14541.33,7133.16,715.0,Closed,Good,6,0.232,Rejected
Male,60,111706.44,Employed,3.6,Other,Single,3,1466.53,8856.1,600.0,Default,Good,6,0.1475,Rejected
Female,47,50974.11,Self-Employed,4.1,High School,Married,1,5015.6,4152.96,723.0,Active,No History,7,0.2057,Approved
Male,30,40792.3,Employed,7.1,High School,Married,0,10396.78,3031.09,744.0,None,Good,5,0.4981,Rejected
Male,38,107650.09,Employed,4.1,Bachelor,Divorced,0,52344.02,8165.35,,Active,Average,4,,Rejected
Male,60,23114.98,Employed,0.3,Bachelor,Single,1,2329.0,1858.12,797.0,Active,Average,2,0.1874,Approved
Male,62,130379.21,Employed,1.0,High School,Single,0,22157.67,10239.9,745.0,None,Good,0,0.3928,Approved
Female,54,118661.15,Employed,0.6,Bachelor,Married,3,15871.63,8845.81,546.0,Closed,Poor,6,0.4024,Rejected
Male,31,79000.92,Self-Employed,13.0,Bachelor,Married,1,36464.61,6183.44,625.0,None,Good,5,0.6353,Rejected
Male,58,65197.33,Employed,9.6,Bachelor,Single,4,19147.09,5239.85,581.0,Default,Poor,3,0.4947,Approved
Male,26,75841.39,Self-Employed,0.7,Master,Married,2,8161.77,5834.2,668.0,None,No History,3,0.1117,Approved
Female,56,99824.06,Employed,2.2,Bachelor,Single,0,33160.32,8145.05,676.0,None,Poor,4,0.4596,Approved
Male,57,29448.68,Employed,6.1,Bachelor,Single,0,12085.48,2348.82,777.0,Default,Poor,0,0.5405,Approved
Male,57,41010.09,Unemployed,7.9,PhD,Divorced,4,13505.08,3055.0,556.0,Closed,Average,4,0.3498,Approved
Male,23,87793.52,Employed,3.4,High School,Married,1,218.28,7164.62,740.0,None,Good,1,0.033,Approved
Male,28,80660.7,Retired,1.3,Master,Divorced,2,4489.35,5972.59,617.0,None,No History,5,0.0759,Rejected
Male,56,32358.47,Employed,0.7,Other,Married,4,1835.17,2564.69,727.0,Closed,Poor,5,0.0814,Approved
Male,52,110178.9,Employed,1.8,Master,Single,0,54082.81,8248.73,694.0,None,Good,4,0.5635,Approved
Male,28,94077.31,Unemployed,9.1,Master,Divorced,3,1923.27,6860.93,656.0,Active,Good,5,0.1377,Approved
Male,48,57937.01,Unemployed,0.4,Bachelor,Divorced,2,25721.19,4657.98,587.0,Active,Good,1,0.567,Approved
Female,32,69779.13,Employed,4.5,Bachelor,Married,2,16347.09,5766.28,729.0,None,Poor,3,0.3165,Approved
Female,50,68757.07,Employed,3.1,Bachelor,Married,1,14841.32,5267.36,647.0,Closed,Good,6,0.4814,Approved
Male,49,99687.05,Employed,10.7,Master,Single,3,8883.83,8289.35,639.0,Default,Good,2,0.1208,Approved
Male,21,106049.3,Employed,3.0,Bachelor,Divorced,0,2745.8,8130.89,617.0,None,Good,1,0.2227,Approved
Female,30,38887.92,Employed,7.5,High School,Married,0,4899.99,2980.03,679.0,None,Poor,3,0.1411,Approved
Male,25,71559.14,Employed,7.0,Bachelor,Married,3,25571.21,5399.74,688.0,None,Good,0,0.5448,Approved
Female,21,127118.06,Unemployed,3.0,Master,Single,0,43394.54,10400.59,629.0,Active,Good,2,0.3774,Approved
Male,54,89966.05,Employed,3.9,High School,Married,3,8406.08,6971.85,537.0,None,Good,1,0.1586,Approved
Female,63,130909.74,Employed,5.9,Master,Married,4,64008.05,10442.78,728.0,None,Average,4,0.7697,Approved
Female,31,104734.01,Employed,0.1,Bachelor,Married,3,50004.72,7665.78,640.0,Active,No History,6,0.5901,Rejected
Female,37,100118.31,Self-Employed,4.3,Bachelor,Married,3,2128.75,7285.89,595.0,Closed,Average,7,0.1138,Rejected
Female,56,49423.01,Employed,0.9,Bachelor,Single,4,19705.4,3790.28,514.0,None,Poor,6,0.632,Rejected
Male,43,111715.35,Employed,1.7,High School,Married,1,37858.12,8863.05,601.0,Closed,Good,5,0.4437,Approved
Female,22,28420.39,Self-Employed,0.3,High School,Married,0,8267.21,2275.58,611.0,Default,Good,1,0.5322,Approved
Female,34,119514.81,Retired,8.2,Master,Divorced,3,11163.15,9720.65,545.0,None,Poor,6,0.305,Rejected
Female,44,68630.5,Unemployed,22.5,Bachelor,Married,4,2450.15,5093.33,573.0,Closed,Good,4,0.1633,Approved
Male,64,21645.52,Employed,4.8,High School,Married,0,2076.75,1533.55,539.0,Active,Average,0,0.1959,Approved
Male,40,135599.46,Employed,1.8,PhD,Married,1,6840.23,10732.93,771.0,None,Good,4,0.1424,Approved
Female,35,59320.82,Employed,4.4,Master,Divorced,4,26140.46,4672.74,762.0,None,Poor,5,0.6674,Approved
Male,25,137080.18,Employed,3.4,Bachelor,Single,2,34525.89,9934.08,698.0,None,Good,4,0.3553,Approved
Male,52,126914.9,Employed,1.5,Bachelor,Married,2,60152.4,9333.25,810.0,None,Good,2,0.5441,Approved
Male,36,91787.96,Employed,3.2,PhD,Married,3,5808.17,7141.48,634.0,None,Good,0,0.1986,Rejected
Female,42,56231.95,Self-Employed,5.2,PhD,Divorced,0,3806.3,4622.29,507.0,None,Good,6,0.3299,Rejected
Female,29,82273.09,Employed,1.9,Master,Single,4,11455.81,6444.0,632.0,Active,Average,2,0.3549,Approved
Female,24,119319.62,Retired,2.1,Bachelor,Single,4,9880.86,9931.26,,None,Good,1,0.1562,Approved
Male,55,,Employed,2.6,Bachelor,Married,2,39166.35,10697.19,517.0,Closed,Good,7,0.4322,Rejected
Female,54,32255.88,Self-Employed,0.3,Bachelor,Married,1,12147.56,2519.8,652.0,Active,Good,5,0.4218,Approved
Male,37,139781.69,Self-Employed,2.8,High School,Single,2,15907.9,11018.79,691.0,None,Good,1,0.2683,Approved
Female,39,83471.35,Employed,7.0,High School,Married,1,8431.35,6182.68,574.0,None,Good,2,0.3641,Approved
Female,35,91555.95,Employed,0.3,Bachelor,Married,0,28062.54,6624.93,719.0,None,Good,4,0.5776,Approved
Female,44,48313.88,Self-Employed,5.0,Other,Single,1,23281.86,3619.84,729.0,None,Good,1,0.6223,Approved
Male,53,44253.3,Employed,6.9,High School,Married,3,8228.81,3629.53,622.0,Closed,Good,6,0.4295,Approved
Female,28,86825.56,Employed,6.6,Master,Divorced,4,18227.71,6544.49,632.0,None,Good,4,0.3399,Approved
Female,23,43209.28,Employed,1.0,Master,Single,4,13267.74,3263.82,453.0,None,Good,6,0.4515,Rejected
Male,37,24713.14,Employed,3.0,Bachelor,Single,3,6438.96,2054.49,571.0,Active,Good,4,0.3128,Approved
Male,23,51746.58,Employed,5.0,Bachelor,Married,2,6133.97,3943.98,784.0,None,Good,5,0.1512,Rejected
Male,56,43219.03,Employed,2.4,PhD,Divorced,2,8948.7,3592.09,635.0,None,Good,7,0.3724,Approved
Female,24,34397.31,Retired,2.7,Bachelor,Married,3,9573.18,2588.03,615.0,None,Poor,3,0.554,Rejected
Female,24,39452.77,Employed,1.6,Master,Married,0,3034.91,3016.36,,None,Good,6,0.1021,Approved
Female,58,124042.23,Self-Employed,2.0,Bachelor,Single,4,32256.56,9754.66,530.0,Active,Average,2,0.302,Rejected
Female,47,134658.39,Employed,0.4,Bachelor,Single,3,35480.0,10163.07,636.0,Active,Poor,4,0.4505,Approved
Male,29,34811.96,Self-Employed,11.0,Bachelor,Married,2,1738.62,2502.38,547.0,None,Poor,0,0.2052,Approved
Male,30,64009.56,Employed,9.9,Master,Married,1,27133.34,4691.31,563.0,Closed,Average,3,0.5089,Approved
Male,30,72295.47,Employed,2.4,Bachelor,Divorced,2,2023.03,5811.95,701.0,None,Good,6,0.2324,Approved
Female,40,36289.12,Employed,4.2,High School,Single,3,6141.58,2717.9,611.0,None,Good,7,0.255,Approved
Female,45,118238.63,Employed,1.2,Bachelor,Married,4,11190.27,8767.41,672.0,None,Good,4,0.228,Approved
Male,43,64516.27,Employed,0.0,Master,Married,4,6434.29,5374.9,495.0,None,Average,5,0.1406,Approved
Male,34,36781.79,Employed,5.0,High School,Divorced,3,3097.17,2896.38,588.0,None,No History,5,0.3605,Approved
Female,35,60386.91,Employed,3.9,Other,Married,2,27794.71,4864.99,690.0,Active,Average,0,0.7423,Approved
Male,40,67928.07,Self-Employed,5.1,Other,Single,3,14085.99,4820.14,671.0,None,Average,3,0.4951,Approved
Male,38,143928.01,Employed,4.0,Bachelor,Single,2,2879.97,11409.93,547.0,None,Good,7,0.2853,Rejected
Female,37,117863.08,Employed,4.0,Master,Single,2,37782.16,8887.44,623.0,Active,No History,7,0.4307,Approved
Male,46,140001.16,Employed,2.0,Bachelor,Married,1,25983.67,10905.52,788.0,None,Good,3,0.268,Approved
Female,61,67013.89,Retired,12.3,High School,Single,4,9004.89,5250.57,740.0,Default,Good,7,0.3931,Approved
Male,28,142783.42,Employed,0.9,High School,Married,3,63013.81,10600.93,814.0,Active,Good,5,0.5095,Approved
Female,40,42079.13,Employed,1.1,Master,Single,1,17340.87,3036.52,613.0,Closed,No History,4,0.6444,Rejected
Female,21,25925.53,Employed,0.5,Other,Single,0,7541.62,1948.04,489.0,Active,Good,4,0.461,Rejected
Female,29,85203.34,Employed,2.5,Bachelor,Married,3,8625.92,6420.57,664.0,Default,No History,5,0.2142,Rejected
Female,63,28643.8,Employed,1.7,Master,Married,2,1607.96,2370.17,637.0,None,Good,5,0.2093,Rejected
Male,51,30779.28,Employed,1.5,Bachelor,Married,3,10824.77,2219.51,829.0,Active,No History,5,0.5296,Rejected
Female,62,110065.09,Employed,2.8,Master,Married,2,39945.54,8528.38,473.0,Default,Good,0,0.4287,Approved
Male,29,34508.42,Employed,1.3,Bachelor,Single,2,6804.1,2525.07,745.0,Closed,Good,5,0.4848,Approved
Male,35,86060.45,Employed,1.0,PhD,Married,4,21907.28,6467.3,651.0,Closed,Good,5,0.3465,Approved
Male,46,48160.08,Employed,3.3,Bachelor,Divorced,2,7548.5,3919.68,596.0,Closed,Poor,2,0.4389,Approved
Female,39,56089.63,Unemployed,1.4,High School,Married,1,7585.26,4372.92,666.0,Default,Good,5,0.3162,Approved
Male,32,145096.15,Self-Employed,5.6,Bachelor,Single,4,12316.99,10703.74,734.0,None,Good,0,0.1667,Approved
Female,48,26096.77,Self-Employed,0.7,Bachelor,Divorced,0,9744.15,2157.69,725.0,None,Average,2,0.4318,Approved
Female,50,76209.71,Self-Employed,13.5,High School,Married,1,26327.43,6009.65,739.0,None,Average,4,0.6159,Approved
Female,33,72587.13,Employed,1.3,Master,Divorced,1,34295.1,5406.09,629.0,None,Poor,2,0.6372,Approved
Female,30,87184.08,Employed,4.8,Bachelor,Married,3,23584.61,6408.15,749.0,None,Average,1,0.4098,Approved
Male,22,36395.09,Employed,4.0,Bachelor,Married,0,5103.69,2776.93,660.0,None,Average,2,0.3116,Approved
Female,28,43750.33,Employed,2.7,Bachelor,Single,1,20538.42,3269.19,740.0,None,Poor,7,0.5624,Approved
Male,60,76717.62,Unemployed,1.1,Master,Single,3,19244.73,5951.96,652.0,Active,Good,5,0.385,Approved
Female,31,58654.69,Employed,2.3,Master,Married,3,26272.72,4343.44,527.0,Active,Poor,7,0.4972,Rejected
Male,61,100497.03,Employed,4.2,Bachelor,Married,0,9010.2,7693.77,548.0,None,Good,5,0.28,Approved
Female,33,98956.33,Self-Employed,0.3,Bachelor,Married,0,46411.91,7238.45,560.0,None,Good,3,0.522,Rejected
Female,48,67502.8,Employed,1.5,Other,Married,0,23425.7,5178.39,684.0,Closed,Average,0,0.6119,Approved
Female,57,79727.04,Employed,5.9,Master,Married,2,15306.0,5724.73,694.0,None,No History,1,0.2959,Approved
Male,41,70873.27,Self-Employed,2.0,Bachelor,Single,1,10462.56,5870.61,612.0,None,Poor,5,0.2783,Rejected
Male,59,,Employed,7.7,Master,Married,3,8928.21,5492.63,616.0,Active,Good,2,0.1784,Approved
Male,55,43729.1,Employed,7.0,Bachelor,Married,0,4556.25,3294.86,685.0,Default,Good,3,0.3572,Approved
Male,21,23480.18,Retired,3.0,Bachelor,Married,2,7240.26,1690.16,595.0,None,Good,5,0.4822,Approved
Female,57,106003.39,Employed,10.3,Master,Single,3,19922.49,8420.98,793.0,Active,Good,3,0.4234,Rejected
Male,22,92058.38,Employed,1.9,Bachelor,Single,1,39338.21,7288.15,666.0,Default,No History,2,0.6516,Approved
Female,24,73475.01,Unemployed,0.7,High School,Single,1,24648.62,5428.0,687.0,Default,Good,6,0.5939,Rejected
Female,45,71177.9,Unemployed,2.3,High School,Divorced,4,29690.28,5311.14,518.0,None,Average,1,0.4305,Rejected
Male,57,37067.29,Employed,11.5,Master,Single,1,6431.69,3061.41,629.0,None,Poor,0,0.3848,Rejected
Female,30,28303.85,Unemployed,2.6,High School,Single,0,3209.23,2130.96,743.0,Default,Average,7,0.1893,Approved
Female,32,60909.57,Self-Employed,14.0,Bachelor,Single,3,4682.27,4681.34,819.0,Default,Good,6,0.2039,Rejected
Female,43,138155.57,Employed,2.2,Bachelor,Single,1,64879.52,11204.86,724.0,None,Good,5,0.6406,Approved
Male,22,60202.31,Self-Employed,1.8,High School,Married,2,9815.1,4930.88,778.0,None,Good,4,0.463,Approved
Female,62,129863.95,Employed,3.4,Master,Married,3,64821.79,10176.17,470.0,Closed,Poor,5,0.6671,Rejected
Female,30,54410.34,Employed,5.6,Master,Married,4,12940.17,4005.0,559.0,Active,Average,7,0.3856,Rejected
Female,34,145870.57,Employed,4.5,PhD,Single,3,40621.19,10595.36,619.0,None,Good,3,0.3967,Approved
Male,30,133925.77,Retired,1.7,PhD,Married,4,49863.3,10229.35,703.0,Active,Good,4,0.4215,Approved
Female,34,78907.72,Self-Employed,7.8,Bachelor,Single,1,22615.86,5900.23,653.0,Closed,Good,4,,Approved
Male,51,143092.76,Employed,1.3,Master,Single,3,5221.72,10657.53,747.0,Closed,No History,3,0.259,Approved
Female,50,73688.97,Employed,1.0,Master,Single,2,28998.7,5359.04,620.0,None,No History,1,0.6632,Approved
Female,51,48491.0,Self-Employed,5.0,Master,Single,0,8248.93,3871.65,672.0,Default,Poor,4,0.3377,Approved
Female,22,105384.98,Employed,4.0,Bachelor,Married,1,19188.4,8499.18,803.0,Active,Poor,3,0.3856,Approved
Male,62,94718.24,Employed,8.6,Other,Married,1,22004.33,7097.68,692.0,None,Good,4,0.4647,Approved
Female,25,112035.37,Employed,1.5,Master,Married,0,49257.66,8480.19,727.0,Default,Good,1,0.5411,Approved
Female,59,48928.87,Retired,0.4,Other,Single,0,18509.89,3899.5,656.0,Active,Good,0,0.4535,Approved
